,description,category,entrepreneurs,location,website,website_length,shark1,shark2,shark3,shark4,shark5,sharks,shark_group,title,episode-season,deal,episode,askedFor,exchangeForStake,valuation,season,Multiple_Entreprenuers
330,"Fort Magic is a fort-building kit invented to let children's imagination flourish. The kit provides a wealth of poles, connectors and accessory clips to build the best fort ever. A serious upgrade from childhood forts made from stray sticks and sheets, Fort Magic is a building toy unlike any other. Winner of Dr. Toy's Best Classic 2014 Toy Award in the category of Creativity, Construction, Educational Value and Activity Play.",Toys and Games,Erika Pope, FL,1,short,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Fort Magic,5-25,0,25,75000,15,500000,5,0
331,Fun and fashionable bow ties designed by an enterprising 12-year old.,Men's Accessories,Moziah Bridges, TN,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Mo's Bows,5-26,0,26,50000,20,250000,5,0
332,"A ""brain supplement"" designed to enhance focus, memory, and mental energy.",Homeopathic Remedies,, UT,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Cerebral Success,5-26,1,26,75000,20,375000,5,0
333,"AngelLift Dermastrips originated from a simple ""a-ha!"" moment: the realization that it wasn't just a coincidence that wearing braces helps to reduce fine lines and wrinkles. The founders of AngelLift set out the replicate that effect, and the result was AngelLift Dermastrips, a non-invasive, non-chemical way to lift wrinkles and sagging skin. Merely placing AngelLift Dermastrips under the lip for a short time causes the skin in your face to have a long-lasting response. The strip restores pressure that is lost as our gum lines naturally recede with age, and restoring this pressure for just a few minutes a day can quickly produce visible improvements in skin tightness and wrinkle reduction. AngelLift makes a fantastic Botox alternative that will lift wrinkles naturally while saving you money and visits to the doctor.",Personal Care and Cosmetics,, CA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Angellift,5-27,1,27,500000,10,5000000,5,0
334,"Disposable tableware that is compostable yet colorful, highly-functional, party-ready, and responsibly made in partnership with non-profit factories who employ and empower the visually impaired community.",Party Supplies,, NY,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Susty Party,5-27,0,27,250000,10,2500000,5,0
335,The Bouqs Company ships fresh and sustainably-farmed flowers from two farms in Ecuador and California.,Consumer Services,, CA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,The Bouqs Company,5-27,0,27,258000,3,8600000,5,0
336,A collapsible hanger that makes it easier to hang clothes and get them off the rack.,Storage and Cleaning Products,, TX,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,HangEase,5-27,1,27,80000,30,266667,5,0
337,Amber is a mobile device charging station for public spaces where devices can be left to charge safely. It also gives owners a means to monetize the charging service that they have been providing for free.,Electronics,, DC,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Amber,6-1,0,1,200000,20,1000000,6,0
338,"Creators of the Zipadee-Zip, a onesie that provides a cozy, womb-like sleeping environment that babies need, with the freedom to roll around safely and freely.",Baby and Child Care,, TX,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Sleeping Baby,6-1,1,1,200000,10,2000000,6,0
339,"A nail shop for guys, providing hand and foot care in a masculine environment featuring oversized leather chairs, personal flat-screen TVs, premium sports channels, high-end headphones and complimentary beverages.",Personal Care and Cosmetics,, CA,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Hammer & Nails,6-1,0,1,200000,20,1000000,6,0
340,Purpose-built and thoughtfully designed athletic-leisure socks with a mission to help those in need.,Undergarments and Basics,, NY,1,short,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Bombas,6-1,1,1,200000,5,4000000,6,0
341,A mobile wedding officiant franchise that brings the ceremony to the customer.,Weddings,, NV,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Wedding Wagon,6-2,0,2,125000,20,625000,6,0
342,"An independent manufacturer of premium golf putters, Kronos undertakes a labor-intensive process that includes precision milling to within 1/1000 of an inch, delicate hand work, and a calculated approach to raw material selection.",Golf Products,, CA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Kronos Golf,6-2,1,2,150000,15,1000000,6,0
343,A high-end porcelain mug with the integrated functionality of a coaster.,Novelties,, NC,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,The Floating Mug Co.,6-2,0,2,75000,15,500000,6,0
344,"SoapSox is more than a washcloth, it's a simultaneously whimsical and highly functional bathtime companion for little ones. The SoapSox collection of washcloths comes in a range of adorable characters, from colorful marine animals to ducklings and baby dragons, all of them equally cuddly. An anti-microbial sponge makes up the interior, while on the outside the SoapSox are finished with the softest terry cloth exterior. Each character accepts bar or liquid soap in their mouth, and lathers up luxuriously once thoroughly wet.",Baby and Child Care,Ray Philips and Alvin Uy, CA,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,SoapSox,6-3,0,3,260000,10,2600000,6,1
345,"A wearable controller that allows the user to play music, control smartphones and tablets, and interact with over 300 mobile and desktop apps",Music,, CA,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,DrumPants,6-3,0,3,150000,5,3000000,6,0
346,"A sling and dog carrier tote hybrid, HeartPUP allows the user to carry pets handsfree and comfortably while making a fashion statement.",Pet Products,Anastasia Heart, CA,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Heart Pup,6-3,1,3,25000,10,250000,6,0
347,"Move over, dartboards, Ninja Cards are here! Ninja Cards are a fun card-throwing game resembling darts but more satifying, because who doesn't like to pretend being a ninja? Created by two friends who had a flash of inspiration while toying around with hotel key cards, the Ninja Cards game includes thick plastic cards and a target.",Toys and Games,, IL,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Ninja Cards,6-3,0,3,60000,30,200000,6,0
348,"Paper Box Pilots is a line of stickers that give flight to kids' imaginations. With these sticker kits, children can turn any regular cardboard box into make-believe airplaines, race cars, fire engines, and more. Paper Box Pilots is a nostalgically simple and inexpensive way to encourage hours of creative play in young ones.",Toys and Games,, UT,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Paper Box Pilots,6-4,1,4,35000,25,140000,6,0
349,"Reviver Clothing Swipes are like deodorant for your clothes. These reusable and environmentally-friendly swipes keep your clothes smelling fresh while between washes. Made in the USA, Reviver swipes are the perfect solution for those favorite pieces that you can't tear yourself away from. By potentially prolonging the time between washes, Reviver can also encourage more efficient consumption of water resources for laundry.",Personal Care and Cosmetics,Ben and Eric Kusin, TX,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Reviver,6-4,1,4,150000,5,3000000,6,1
350,"Secure your wobbly tables for good with Tablejacks, invented by a long-time restaurant owner in response to the most common of all restaurant annoyances. With just a tap of your foot, Tablejacks levels and steadies any uneven table and keeps it there. Unlike other stop-gap solutions like napkins, sugar packs and coasters, Tablejacks are purpose-built to do the job!",Novelties,, TX,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Tablejacks,6-4,0,4,100000,25,400000,6,0
351,"FunCakes wants you to have a spectacular wedding cake without the expense. Their rental cakes have a foam core but are covered in real fondant and gumpaste. A discretely placed compartment holds just the right amount of cake needed to have a proper cake cutting, then the cake is wheeled away to the kitchen where cost-effective sheet cake awaits to be served. Once out of sight, slices are served from the fresh sheet cake and brought out to guests. Everybody wins: you, your guests and your wallet!",Weddings,, MI,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,FunCakes,6-4,0,4,285000,25,1140000,6,0
352,Novelty eyewear featuring outrageous and unique designs that transform the wearer's face.,Novelties,"Daniel Gershon, David Levich, and Eric Liberman", CA,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Sun-Staches,6-5,1,5,300000,5,6000000,6,1
353,"The Jungle Jumparoo is a special kind of jump toy, one that's low to the ground and portable. Kids can hang on to the sturdy support poles in the center and then jump on the outer ring to their hearts' content. Thanks to its unique design, te Jungle Jumparoo is a jump toy that works indoors and outdoors, which means jumping fun even in winter months! The Jungle Jumparoo is also a 3-in-1 versatile toy for climbing, swinging and jumping.",Toys and Games,Rachel and Steve McMurtrey, UT,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Jungle Jumparoo,6-5,0,5,100000,20,500000,6,1
354,"The Caddy Girls offers a unique and fun way to spend a day on the links with female caddies who know about all aspects of golf, from club selection and course etiquette, to calculating distances and keeping score.",Entertainment,Meghan Tarney, NC,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,The Caddy Girls,6-5,0,5,100000,20,500000,6,0
355,"Honeyfund is a gifting platform for newlyweds who are less interested in acquiring home appliances than they are into funding their travel dreams. The funding duo is a married couple that used their wedding registry to fund their honeymoon plans, and so they developed their home-grown system into something anyone could sign up for. As a company, they are also working to roll out additional crowdgifting platforms for other occassions, like graduations and baby showers.",Weddings,Sara and Josh Margulis, CA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Honeyfund,6-6,1,6,400000,10,4000000,6,1
356,"The Oilerie is a retailer of hand-bottled extra virgin olive oils. At The Oilerie, customers may try samples of any of the premium-quality olive oils in stock. When they've made their selection, the oil is bottled for them on the spot. All of the EVOO sold by The Oilerie is produced in a small town south of Rome, Italy. The stores also carry a selection of aged balsamic vinegar.",Specialty Food,Amy Jo and Curt Campbell, WI,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,The Oilerie,6-6,0,6,500000,35,1428571,6,1
357,Inexpensive and creatively-flavored box wine.,Alcoholic Beverages,"Brad Schultz, Aimy Steadman, and Justin Fenchel", TX,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,BeatBox Beverages,6-6,1,6,200000,10,2000000,6,1
358,"EmergenSee turns your smartphone or tablet into a personal security system with the push of a button. When activated, the app streams live video, audio, and tracks location and movements using GPS in real time to emergency responders and pre-selected contacts.",Home Security Solutions,Phil Reitnour and Jason D. Friedberg, CA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,EmergenSee,6-6,0,6,250000,10,2500000,6,1
359,"Beardbrand is a men's grooming products company making beard oil, mustache wax, beard combs, and other items for the bearded lifestyle.",Personal Care and Cosmetics,Eric Bandholz, CA,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Beardbrand,6-7,0,7,400000,15,2666667,6,0
360,"Myself Belts are for little ones who are learning to do things themselves. These belts can be fastened and unfastened with a quick one-handed motion. These velcro-backed belts are great for kids going through potty training and special needs children, and their faux buckles make it look like a regular belt. Myself Belts are adorably styled with airplanes, hearts and trucks, and can even be customized with a name or branded design, as with a school uniform.",Baby and Children's Apparel and Accessories,Talia Goldfarb, MO,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Myself Belts,6-7,1,7,60000,10,600000,6,0
361,"Man-PACK blends style, durability, and function to make utilitarian bags that look cool.",Men's Accessories,Aaron Tweedie, VA,1,short,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,manPACK,6-8,0,8,200000,29,689655,6,0
362,Priority One Canine provides highly trained house pets that serve as security protection and loyal companions for the family.,Professional Services,Wade and Lori Morrell, OH,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Priority One Canine,6-8,0,8,75000,15,500000,6,1
363,"Bottle Breacher takes the same 50-caliber ammunition used to defend our country nad turns them into bottle openers. Crafted by US Active Duty service members and Veterans, Bottle Breacher is an original and memorable gift. Use it for promotional gifts, decorative display, and of course, cracking open a bottle!",Novelties,Jen and Eli Crane, AZ,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Bottle Breacher,6-8,1,8,150000,10,1500000,6,1
364,"The Natural Grip makes the best-fitting hand grips for protecting your hands during workouts. Unlike the competition, The Natural Grip is not a one-size-fits-all product. These grips were created by fitness enthusiast and active duty officer Ashley Drake. The Natural Grip provides protection from torn hands and blisters without the bulk the alternatives. Snugly fitted to your hand, based on your ring finger size, the Natural Grip hooks over your ring and middle fingers and drapes down the palm of your hands.",Fitness Apparel and Accessories,Ashley Drake, KY,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,The Natural Grip,6-8,1,8,100000,20,500000,6,0
365,"Heidi Ho! makes a line of delicious cheezes, and that is not a typo, because this is no ordinary cheese. Chef Heidi's cheezes are purely plant-based, made from organic vegetables, nuts, and seeds. Despite being dairy-free and in many cases also soy-free, Heidi Ho cheezes maintain very cheese-like properties, firm enough to grate and melty like real cheese!",Specialty Food,Heidi K. Lovig, OR,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Heidi Ho,6-9,1,9,125000,20,625000,6,0
366,"Pipcorn is a fun mini popcorn snack. When heated and popped, these popcorn kernel shells shatter into little pieces, making them easier on your stomach and teeth, not to mention delicious. This brother-sister duo from Brooklyn makes Pipcorn in small batches using all-natural ingredients.",Specialty Food,Jeff and Jennifer Martin, NY,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Pipsnacks,6-9,1,9,200000,10,2000000,6,1
367,"The Squatty Potty is a toilet stool that helps the user mimic a natural squat, allowing for easier and healthier elimination at home. Believe it or not, the relatively modern tradition of sitting upright on a toilet seat has not been an improvement, at least as far as posture is concerned. This position puts more stress on the bowels than a simple squat. The Squatty Potty allows the user to adapt their home toilet into one that can be used in a squatting position, which helps to reduce straining and even prevent hemorroids and bowel herniation. Squatty Potty is also great for kids, as it gives them a leg up and a place to rest their feet when moving up to the grown-ups toilet. When not in use, Squatty Potty tucks neatly and discretely underneath the toilet bowl.",Health and Well-Being,Bobby and Judy Edwards, UT,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Squatty Potty,6-9,1,9,350000,5,7000000,6,1
368,"Storm Stoppers are DIY storm window protection. Lightweight, safe and simple to install, Storm Stoppers go in without bolts or screws, and they can be cut and installed without the use of power tools. Among its other benefits, Storm Stoppers take just under a minute to re-install per window, and because they don't bolt on, they're also the easiest to remove in case needed to make a safe exit through one of these openings.",Novelties,John D. Smith, FL,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Storm Stoppers,6-9,0,9,100000,10,1000000,6,0
369,"Earthlogs are the environmentally-conscious choice for fire logs. Made from clean waste paper and scrap candle wax, Earthlog repurposes waste into premium-quality fire products. The company's patent-pending manufacturing process also produces zero waste.",Home Accessories,Tom Sanetti, CA,1,medium,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,"['Lori Greiner', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban', 'Nick Woodman']",8,Earth Log,6-10,1,10,160000,20,800000,6,0
370,"With Magic Cook, users can make a meal without fire, gas or electricity.",Outdoor Recreation,Sharon Yu, CA,1,short,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,"['Lori Greiner', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban', 'Nick Woodman']",8,Magic Cook,6-10,1,10,100000,33,303030,6,0
371,"The Kitchen Safe is a smart container that helps people form good habits. It's great for food, cellphones, TV remotes, video games, and many other things.",Storage and Cleaning Products,David Krippendorf and Ryan Tseng, CA,1,medium,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,"['Lori Greiner', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban', 'Nick Woodman']",8,Kitchen Safe,6-10,1,10,100000,5,2000000,6,1
372,"Off the Cob makes premium-quality tortilla chips using fresh sweet corn. Unlike the grain corn typically used in every other tortilla chip, sweet corn is naturally flavorful and hand picked at the height of its ripeness each year. Created by third-generation farmer Cameron Sheldrake, these chips are gluten free, organic, and non-GMO, not to mention tasty! The company's larger mission is to support sustainable corn farming.",Specialty Food,Cameron Sheldrake, NY,1,medium,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,"['Lori Greiner', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban', 'Nick Woodman']",8,Off the Cob,6-10,0,10,100000,15,666667,6,0
373,A three-in-one men's grooming product.,Personal Care and Cosmetics,Lydia Evans, TX,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,SWAG Essentials,6-11,0,11,125000,20,625000,6,0
374,"Biaggi luggage is built for premium quality and easy storage. Their unique design and lightweight construction allow Biaggi baggage to flatten for storage, greatly reducing the space required. Biaggi suitcases also feature a 4-wheel spinner system, a padded compartment for laptops, hinge-lock technology, and multi-stop telescoping aluminum handles.",Storage and Cleaning Products,Stephen Hersh, NY,1,short,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,biaggi,6-11,1,11,500000,30,1666667,6,0
375,Fashionable and affordably-priced apparel for female sports fans.,Men and Women's Apparel,Shawna and Kurt Feddersen, OK,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Gameday Couture,6-11,1,11,500000,20,2500000,6,1
376,"Hoppy Paws is a kit that includes everything needed to create reindeer hoof prints in your home. An easy way to bring more whimsy to your holidays, Hoppy Paws comes with a hoof print stamp, a mixing tray and a super secret powder. Mixed with water, the powder creates crisp white hoof prints that are easy to clean up when the fun is done. Hoppy Paws makes it look like the reindeer have indeed come through, and the company has expanded into kits for other characters, including Santa's Elves, the Easter Bunny, the Tooth Fairy and more. Non-toxic and biodegradable, Hoppy Paws works on most hard surfaces, indoors and out.",Holiday Cheer,Trina Barkouras, CA,1,short,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Hoppy Paws,6-12,1,12,50000,10,500000,6,0
377,"An ""elf on a shelf"" analog for Jewish and interfaith families. Moshe the Mensch tells the story of Hanukkah and promotes the values of being a Mensch.",Holiday Cheer,Neal Hoffman, OH,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Mensch on a Bench,6-12,1,12,150000,10,1500000,6,0
378,"A device that allows for quickly toggling Christmas lights from visible to out-of-sight, reducing the time spent hanging them up and taking them down each year.",Holiday Cheer,Nathan Shaffer, NV,1,short,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Eve Drop,6-12,0,12,75000,20,375000,6,0
379,"The Q-Flex is personal acupressure system and self-massage device. Its hook-shaped design allows anyone to reach sore spots on their own and apply pressure to relieve stress and soothe aches. Lightweight, durable, easy to use, and affordable, Q-Flex allows anyone to enjoy an on-demand deep tissue massage with just the right amount of pressure to relax knotted muscles, ease shoulder tension, relieve back pain or soothe tired feet. Made in the USA.",Health and Well-Being,Andrea and Hong Cao, CA,1,short,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Q-Flex,6-12,1,12,20000,20,100000,6,1
380,"With SkinnyShirt you can rock a classic preppy look while maintaining a smooth and svelte silhouette. Layering a sweater over a traditional button-down shirt leads to bulk and bunchiness, but SkinnyShirt circumvents the issue with their knit camis, which have a collared neck that simulates a typical button-down shirt. It even has four working collar buttons to really sell the illusion! The collar and upper portion of the shirt is made with a woven cotton blend, while the rest of the shirt is instead made with a knit nylon blend that stays smooth against your skin. SkinnyShirt comes in white and pairs nicely with sweaters of any cut or color, but especially V-necks and crewnecks.",Women's Apparel,Julie Kalimian, NY,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,SkinnyShirt,6-13,0,13,100000,20,500000,6,0
381,"Bantam's mini bagel balls come stuffed with artisan cream cheeses that add ease to mobile munching and are perfect for any snack, meeting or event.",Specialty Food,Nick and Elyse Oleksak, NY,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Bantam Bagels,6-13,1,13,275000,11,2500000,6,1
382,"Doorman is an on-demand mobile service that provides package delivery (and returns) until midnight, 7 days a week.",Consumer Services,Zander Adell, CA,1,short,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Doorman,6-13,1,13,25000,10,250000,6,0
383,Kids' backpacks in the form of vests with pockets all around to distribute the load.,Baby and Child Care,Arthur Grayer and Michael Wooley, GA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Vestpakz,6-14,0,14,50000,10,500000,6,1
384,"Scratch & Grain Baking Co. makes the most wholesome and delicious cookie mixes on the planet. These cookie kits bring together the best elements of baking from scratch and the convenience of using prepackaged mixes. Unlike the typical baking mixes from big brands that you might be used to seeing at the grocery store, each ingredient in Scratch and Grain Co. mixes come individually packaged within the box. You get the wonderful flavor of baked-from-scratch cookies and the satisfaction that the ingredients are fresh and all-natural. Scratch and Grain Co. offers a number of different cookie mixes, including Chocolate Chip, Sugar Cookie, and Oatmeal Raisin. They have also introduced three gluten-free mixes: Chocolate Truffle, Snicker Doodle, and Chewy Peanut Butter.",Specialty Food,Leah Tutin and Taya Geiger, OR,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Scratch & Grain Baking Co.,6-14,1,14,150000,20,750000,6,1
